employee_id,employer_id,employer_name,industry,employer_quality,age,education,education_issue,financial_literacy,employer_match_eligible,retirement_contribution_rate,annual_earnings,net_worth,household_debt,complete_iv_case
269,8,Employer 8,retail,1.471,59,high_school,,0.566,1,0.1252,69213.01,258127.04,28806.5,1
270,72,Employer 72,retail,-1.546,31,college,,-1.203,0,0.0413,49696.56,203834.94,5213.29,1
271,50,Employer 50,retail,1.727,36,college,,-0.018,1,0.1001,78037.84,345220.8,36802.76,1
272,79,Employer 79,manufacturing,1.13,32,graduate,,0.529,1,0.1358,91305.77,363421.76,16692.74,1
273,59,Employer 59,manufacturing,-0.63,27,college,,-0.585,0,0.0,53773.72,27893.61,9568.9,1
274,15,Employer 15,manufacturing,-0.5,35,graduate,,1.002,1,0.1105,68949.64,279862.8,20985.93,1
275,32,Employer 32,healthcare,-0.072,31,high_school,,0.779,1,0.0724,42163.33,71980.96,-7647.23,1
276,13,Employer 13,retail,-0.779,35,graduate,,-2.225,0,0.0,49403.13,164011.27,,1
277,51,employer 51,retail,0.769,49,some_college,,-0.771,1,0.094,68404.94,235130.39,68502.77,1
278,34,Employer 34,tech,0.713,60,high_school,,0.29,0,0.0649,63258.37,163727.47,21844.83,1
279,39,employer 39,tech,0.394,35,graduate,,-0.298,0,0.0132,97349.31,232085.11,35594.42,1
280,57,employer 57,manufacturing,-1.965,31,some_college,,-0.28,0,0.0249,29091.85,97646.58,28074.45,1
281,23,Employer 23,healthcare,0.843,51,some_college,,1.389,1,0.1085,57255.48,230734.04,62053.32,1
282,79,Employer 79,manufacturing,1.13,47,high_school,,-0.147,0,0.1056,87319.11,214675.23,41958.81,1
283,15,Employer 15,manufacturing,-0.5,59,some_college,,-0.35,0,0.0426,59884.05,323756.47,16321.43,1
284,22,Employer 22,education,0.473,29,high_school,,0.079,1,0.0334,23848.4,142248.86,50950.65,1
285,20,Employer 20,retail,2.829,53,college,,-0.745,1,0.1063,126825.88,365233.61,35054.58,1
286,69,Employer 69,manufacturing,-0.094,45,college,,-0.789,0,0.0539,70069.77,156425.75,47057.08,1
287,76,Employer 76,manufacturing,0.681,28,some_college,,0.028,1,0.0894,49946.08,163041.06,24878.9,1
288,61,Employer 61,education,0.898,56,college,,0.048,1,0.1012,106770.84,426086.03,3364.56,1
289,36,employer 36,education,0.429,34,graduate,,-0.394,1,0.061399999999999996,85418.26,356479.42,17308.83,1
290,17,Employer 17,healthcare,0.01,38,college,,0.152,0,0.0,96263.06,185383.89,27102.29,1
291,43,employer 43,healthcare,-0.302,54,graduate,,2.753,1,0.1565,78386.61,364095.15,35368.23,1
292,35,Employer 35,education,1.147,42,high_school,,-0.412,0,0.0676,51780.47,107468.9,47774.01,1
293,12,employer 12,manufacturing,-0.86,49,graduate,,-1.312,0,0.0131,78818.55,400177.34,-8781.71,1
294,76,Employer 76,manufacturing,0.681,59,some_college,,-0.305,1,0.1553,73726.02,296100.17,31615.42,1
295,6,employer 6,tech,-0.405,38,college,,-1.638,1,0.077,65215.01,178678.03,82284.66,1
296,29,Employer 29,tech,-1.532,59,college,,-1.351,0,0.0427,51605.51,229448.81,41350.44,1
297,58,Employer 58,education,0.302,54,graduate,,1.176,0,0.0866,100447.2,330736.48,30903.56,1
298,73,Employer 73,tech,1.456,60,,blank,0.687,1,0.1278,84793.69,295317.14,20591.47,1
299,31,Employer 31,tech,-0.524,52,high_school,,0.55,0,0.0391,51694.08,84444.62,5165.35,1
300,39,employer 39,tech,0.394,32,some_college,,-0.69,0,0.0044,43737.57,-16463.32,13959.25,1
301,14,Employer 14,tech,0.809,59,college,,-0.636,1,0.1003,109014.69,442835.64,21572.59,1
302,30,Employer 30,manufacturing,-0.274,29,college,,-0.813,0,0.0,64731.65,106221.7,53946.43,1
303,37,Employer 37,retail,-0.676,34,college,,0.025,0,0.0,66434.54,173032.33,15837.28,1
304,39,employer 39,tech,0.394,59,graduate,,-0.845,1,0.0495,113387.6,433906.63,13832.82,1
305,30,Employer 30,manufacturing,-0.274,32,graduate,,-1.572,1,0.0,71404.75,110688.01,16478.98,1
306,22,Employer 22,education,0.473,53,high_school,,-1.193,0,0.0241,62057.09,185857.81,49642.45,1
307,21,Employer 21,tech,-0.699,54,college,,-0.297,0,0.0895,88590.04,260074.08,8527.59,1
308,45,EMPLOYER 45,healthcare,-0.048,34,college,,-0.752,0,0.0363,47990.24,37031.8,23980.88,1
310,51,employer 51,retail,0.769,39,college,,-0.201,1,0.0862,80987.45,383882.08,43063.14,1
311,9,employer 9,healthcare,-0.575,26,some_college,,0.537,0,0.0062,50218.66,60728.53,37373.41,1
312,54,Employer 54,healthcare,1.602,50,graduate,,-0.61,1,0.0276,108982.36,246202.54,45728.86,1
313,19,Employer 19,manufacturing,-1.545,46,college,,0.77,0,0.0326,54343.57,187178.27,38856.79,1
315,65,Employer 65,healthcare,1.04,57,some_college,,-1.463,1,0.0565,74906.1,166309.11,,1
316,41,Employer 41,retail,1.797,56,high_school,,-0.593,1,0.0489,50666.46,158791.44,24693.09,1
317,24,Employer 24,education,0.556,47,college,,-0.777,1,0.1085,88136.1,220175.48,50064.7,1
318,31,Employer 31,tech,-0.524,40,high_school,,-1.467,0,0.0565,28295.84,185153.93,42857.29,1
319,53,Employer 53,education,-1.301,34,high_school,,-0.449,0,0.0847,46080.13,120949.37,39022.91,1
320,32,Employer 32,healthcare,-0.072,42,graduate,,0.267,1,0.1056,81478.77,269159.21,11803.35,1
321,36,employer 36,education,0.429,43,college,,0.289,1,0.1162,75036.68,261623.6,42310.33,1
322,8,Employer 8,retail,1.471,59,college,,0.985,1,0.0371,94155.29,307883.83,32232.7,1
323,15,Employer 15,manufacturing,-0.5,31,college,,-0.617,1,0.0249,56351.95,150855.99,49745.85,1
324,44,Employer 44,healthcare,0.546,31,college,,1.855,0,0.0,65125.65,199463.74,40956.31,1
325,27,Employer 27,manufacturing,-0.162,50,some_college,,-0.387,0,0.0564,45771.35,169821.79,51862.71,1
327,13,Employer 13,retail,-0.779,27,college,,0.509,0,0.0533,35459.77,103328.45,31452.71,1
328,39,employer 39,tech,0.394,44,some_college,,-0.406,1,0.0963,75955.26,220830.26,54741.22,1
329,48,Employer 48,healthcare,-0.549,25,graduate,,-1.517,0,0.0086,58568.81,154702.16,9979.01,1
330,28,Employer 28,tech,0.76,51,some_college,,-1.088,1,0.0507,61869.42,87497.27,39106.37,1
331,67,employer 67,retail,0.414,35,some_college,,-0.053,1,0.0189,52077.1,81672.43,37482.33,1
332,65,Employer 65,healthcare,1.04,39,college,,-1.049,0,0.0264,46678.12,109179.86,58644.11,1
333,17,Employer 17,healthcare,0.01,39,high_school,,-0.919,0,0.0967,46850.3,58586.55,35181.6,1
334,1,Employer 1,healthcare,0.435,51,high_school,,-0.497,1,0.0162,54858.05,129349.14,39327.09,1
335,48,Employer 48,healthcare,-0.549,46,graduate,,0.223,0,0.0928,75071.0,191233.92,50296.21,1
336,29,Employer 29,tech,-1.532,29,college,,0.775,0,0.0362,31785.42,138565.55,41192.85,1
337,9,employer 9,healthcare,-0.575,50,some_college,,-0.904,0,0.0185,68912.29,188278.87,44583.16,1
338,57,employer 57,manufacturing,-1.965,44,graduate,,0.633,0,0.094,66116.38,326000.14,46880.49,1
339,58,Employer 58,education,0.302,50,college,,-0.583,0,0.0809,72167.25,256559.78,54409.5,1
340,48,Employer 48,healthcare,-0.549,27,graduate,,1.389,1,0.054299999999999994,80544.64,337694.71,36126.85,1
341,23,Employer 23,healthcare,0.843,37,high_school,,1.668,1,0.12240000000000001,75685.85,353372.7,,1
342,22,Employer 22,education,0.473,29,college,,-0.434,0,0.0,48278.29,257587.71,50621.81,1
343,27,Employer 27,manufacturing,-0.162,26,college,,1.242,1,0.07150000000000001,42654.88,280839.68,55864.03,1
344,40,employer 40,healthcare,-0.709,37,college,,0.725,0,0.054000000000000006,61064.88,192153.7,46270.67,1
345,33,Employer 33,retail,1.764,34,college,,-0.907,1,0.0731,62434.13,54539.22,82043.75,1
346,22,Employer 22,education,0.473,44,high_school,,0.63,1,0.0527,61106.3,248598.45,58454.37,1
347,59,Employer 59,manufacturing,-0.63,27,high_school,,0.699,0,0.0,19936.06,63523.2,39881.67,1
348,10,Employer 10,education,-0.152,48,some_college,,-0.067,0,0.0629,59045.21,167165.17,31908.48,1
349,74,EMPLOYER 74,tech,-0.833,38,some_college,,-0.806,0,0.0593,43987.04,208305.71,38267.3,1
350,42,Employer 42,healthcare,0.503,28,high_school,,-1.451,1,0.0049,41141.55,-115580.62,7570.5,1
351,57,employer 57,manufacturing,-1.965,46,graduate,,-0.423,0,0.0735,72029.94,268341.9,6319.63,1
352,64,Employer 64,education,0.008,27,high_school,,-2.179,1,0.0227,40993.05,74909.88,19669.68,1
353,19,Employer 19,manufacturing,-1.545,51,college,,1.297,0,0.0883,63911.73,317653.58,32859.95,1
354,1,Employer 1,healthcare,0.435,34,college,,0.261,0,0.0,67610.42,270362.28,41790.86,1
355,76,Employer 76,manufacturing,0.681,53,high_school,,0.478,1,0.1085,75231.37,346479.46,6427.63,1
356,45,EMPLOYER 45,healthcare,-0.048,55,high_school,,0.029,0,0.092,70010.87,280227.17,44384.8,1
357,57,employer 57,manufacturing,-1.965,25,graduate,,0.338,0,0.0271,45757.49,148402.63,1231.49,1
358,5,Employer 5,education,0.163,29,high_school,,0.243,0,0.0548,41752.65,-3373.98,31967.26,1
359,53,Employer 53,education,-1.301,52,high_school,,-0.464,0,0.0405,65447.45,83527.54,29355.46,1
360,53,Employer 53,education,-1.301,28,high_school,,-0.973,0,0.0343,18000.0,46285.51,10829.93,1
361,50,Employer 50,retail,1.727,25,college,,0.603,1,0.0791,65022.03,308716.27,20587.87,1
362,76,Employer 76,manufacturing,0.681,47,some_college,,-0.873,0,0.0,48740.99,70363.18,47206.25,1
363,70,Employer 70,education,1.312,31,college,,-0.206,1,0.0705,80800.6,201811.08,38944.01,1
364,59,Employer 59,manufacturing,-0.63,55,high_school,,0.601,1,0.1304,45508.05,234296.65,49669.43,1
365,20,Employer 20,retail,2.829,31,graduate,,1.8,1,0.102,87560.73,514364.99,42959.97,1
366,55,Employer 55,education,-0.67,32,college,,-1.071,1,0.0594,56543.66,207514.34,60462.6,1
367,57,employer 57,manufacturing,-1.965,55,college,,-0.462,0,0.0649,57826.56,146866.89,26090.13,1
368,41,Employer 41,retail,1.797,30,college,,0.756,1,0.1111,74420.21,338637.73,17798.15,1
369,38,Employer 38,retail,0.6,41,some_college,,0.014,0,0.026099999999999998,61927.64,149841.14,28314.51,1
370,31,Employer 31,tech,-0.524,47,some_college,,-1.19,0,0.0576,51308.18,290694.6,43461.41,1
371,58,Employer 58,education,0.302,57,,blank,0.495,0,0.0656,86166.21,180996.27,21847.38,1
372,31,Employer 31,tech,-0.524,31,high_school,,-1.947,0,0.01,43019.98,138092.0,15787.48,1
373,4,Employer 4,tech,0.088,49,high_school,,0.093,1,0.0973,77716.7,240933.11,5539.06,1
374,29,Employer 29,tech,-1.532,32,some_college,,0.821,0,0.0325,43669.69,135083.13,-5569.32,1
375,19,Employer 19,manufacturing,-1.545,48,college,,-1.111,0,0.0641,47245.38,176910.66,-5947.52,1
376,15,Employer 15,manufacturing,-0.5,39,graduate,,-0.224,0,0.021,72636.8,301137.08,35615.11,1
377,61,Employer 61,education,0.898,30,some_college,,-0.594,1,0.0954,76539.75,134558.52,32475.36,1
378,60,Employer 60,healthcare,0.951,56,high_school,,-1.258,1,0.0558,71946.08,226814.51,68946.56,1
379,76,Employer 76,manufacturing,0.681,52,some_college,,0.495,1,0.031200000000000002,74054.19,213795.61,38686.03,1
380,45,EMPLOYER 45,healthcare,-0.048,37,high_school,,0.302,1,0.0742,41288.35,94105.01,13395.07,1
381,46,Employer 46,healthcare,-0.824,28,some_college,,0.206,0,0.0397,40477.24,119656.21,46702.55,1
382,4,Employer 4,tech,0.088,41,some_college,,0.258,0,0.0385,74610.47,203495.89,12437.66,1
383,45,EMPLOYER 45,healthcare,-0.048,41,college,,1.825,0,0.0454,62761.01,293907.87,10543.98,1
384,76,Employer 76,manufacturing,0.681,38,college,,-2.369,1,0.1105,61884.28,198627.38,36419.28,1
385,5,Employer 5,education,0.163,34,some_college,,-0.621,1,0.1032,63954.78,109186.85,32146.43,1
386,74,EMPLOYER 74,tech,-0.833,,college,,-0.062,0,0.0798,70647.64,189968.64,31581.09,1
387,18,Employer 18,tech,-0.442,40,high_school,,0.331,0,0.063,44699.67,124651.36,-6652.72,1
388,74,EMPLOYER 74,tech,-0.833,36,high_school,,0.709,0,0.0584,32596.93,160990.19,40882.84,1
389,69,Employer 69,manufacturing,-0.094,37,some_college,,-0.573,1,0.052300000000000006,43409.98,210381.3,44725.31,1
390,73,Employer 73,tech,1.456,33,high_school,,-0.562,1,0.116,39288.34,156903.15,57575.3,1
391,49,Employer 49,manufacturing,-1.858,29,some_college,,0.857,0,0.0,69204.96,166771.64,37785.14,1
392,24,Employer 24,education,0.556,28,some_college,,-0.155,0,0.015,55287.09,144495.61,-9309.9,1
393,4,Employer 4,tech,0.088,26,graduate,,-0.391,1,0.0785,90384.15,283613.71,28372.46,1
394,57,employer 57,manufacturing,-1.965,37,college,,0.963,0,0.0123,77555.6,241866.89,26905.22,1
395,19,Employer 19,manufacturing,-1.545,34,college,,0.473,0,0.043899999999999995,54055.49,231501.39,,1
397,71,employer 71,healthcare,-0.829,48,college,,-0.212,0,0.024300000000000002,69151.77,224498.24,5459.5,1
398,63,Employer 63,healthcare,1.055,60,some_college,,0.282,1,0.1207,84541.52,364930.45,43195.98,1
399,39,employer 39,tech,0.394,35,college,,-0.211,1,0.09960000000000001,40654.95,279099.25,-6714.37,1
400,64,Employer 64,education,0.008,47,college,,1.534,0,0.0259,70596.15,223156.78,30378.12,1
401,43,employer 43,healthcare,-0.302,32,college,,0.532,0,0.0745,65516.27,244112.06,8608.67,1
402,12,employer 12,manufacturing,-0.86,25,high_school,,-2.48,0,0.0,42416.27,19203.78,26350.1,1
403,25,Employer 25,manufacturing,-0.48,48,high_school,,0.834,0,0.0699,23090.22,-21677.04,47738.96,1
404,69,Employer 69,manufacturing,-0.094,40,graduate,,0.512,1,0.0545,92456.99,365499.21,,1
405,76,Employer 76,manufacturing,0.681,26,college,,1.116,0,0.0243,55562.02,48021.1,9520.37,1
406,56,employer 56,retail,1.215,39,college,,0.735,1,0.1177,66680.81,289835.95,20721.19,1
407,47,Employer 47,education,-1.546,50,college,,-0.697,0,0.0731,33740.78,142987.0,41984.73,1
408,8,Employer 8,retail,1.471,53,graduate,,0.206,1,0.0947,102573.47,290792.12,50278.69,1
409,54,Employer 54,healthcare,1.602,56,high_school,,0.906,1,0.112,76113.75,210136.37,28221.47,1
410,4,Employer 4,tech,0.088,47,college,,-0.65,1,0.059000000000000004,87565.25,143705.63,60809.21,1
411,32,Employer 32,healthcare,-0.072,54,graduate,,-0.649,0,0.0418,79084.1,330215.47,4830.94,1
412,59,Employer 59,manufacturing,-0.63,39,high_school,,-2.16,0,0.0,52296.97,33243.98,-12718.53,1
413,41,Employer 41,retail,1.797,28,some_college,,1.599,1,0.1298,60373.98,273257.64,27796.31,1
414,4,Employer 4,tech,0.088,37,high_school,,-0.961,0,0.081,30900.97,33052.17,33429.25,1
415,10,Employer 10,education,-0.152,36,college,,-2.392,1,0.0544,84826.06,226256.2,15091.06,1
416,43,employer 43,healthcare,-0.302,41,college,,0.668,1,0.0691,56654.13,246239.12,36060.92,1
417,25,Employer 25,manufacturing,-0.48,58,college,,-0.828,0,0.0582,88853.59,319145.47,31607.83,1
418,31,Employer 31,tech,-0.524,31,some_college,,0.355,0,0.0541,36918.19,53607.01,73575.42,1
419,77,Employer 77,education,2.506,27,high_school,,0.559,1,0.0763,57014.03,120701.17,53785.78,1
420,58,Employer 58,education,0.302,,college,,0.718,0,0.0394,82000.2,336189.16,44455.9,1
421,52,Employer 52,healthcare,0.211,40,some_college,,1.22,1,0.1204,64814.2,339609.4,24385.2,1
422,26,employer 26,manufacturing,0.782,56,some_college,,-0.081,1,0.0533,76185.34,291128.05,13620.64,1
423,57,employer 57,manufacturing,-1.965,48,graduate,,1.03,0,0.0668,70014.44,398194.16,73505.42,1
424,44,Employer 44,healthcare,0.546,25,graduate,,0.721,0,0.0,79232.58,266717.1,10401.04,1
425,71,employer 71,healthcare,-0.829,28,high_school,,0.047,0,0.0241,28209.33,70522.15,49099.6,1
426,24,Employer 24,education,0.556,32,some_college,,-0.182,1,0.0837,45028.86,17503.01,59600.82,1
427,42,Employer 42,healthcare,0.503,36,some_college,,-0.619,1,0.0536,80801.76,132615.99,28390.59,1
428,62,Employer 62,education,-0.064,53,college,,1.104,0,0.0629,60366.5,292098.78,18905.5,1
429,35,Employer 35,education,1.147,32,high_school,,-0.873,1,0.0472,76350.56,176028.9,50249.29,1
430,20,Employer 20,retail,2.829,33,college,,3.305,1,0.1172,74494.71,413804.53,33371.04,1
431,52,Employer 52,healthcare,0.211,43,some_college,,1.272,0,0.0397,60521.54,116612.83,19292.01,1
432,9,employer 9,healthcare,-0.575,36,some_college,,-0.922,0,0.028900000000000002,37343.97,70936.79,-2105.44,1
434,30,Employer 30,manufacturing,-0.274,,college,,-0.845,1,0.0294,57220.26,197980.04,58884.48,1
436,34,Employer 34,tech,0.713,28,college,,0.662,0,0.0619,49824.76,87601.58,27721.81,1
437,19,Employer 19,manufacturing,-1.545,54,high_school,,1.49,0,0.043,50730.46,261347.05,54918.51,1
438,56,employer 56,retail,1.215,41,graduate,,0.376,1,0.0739,89243.29,284767.16,38460.09,1
439,12,employer 12,manufacturing,-0.86,46,college,,-0.922,1,0.1025,76736.53,263216.49,64338.19,1
440,61,Employer 61,education,0.898,37,graduate,,0.9,1,0.1073,91079.94,345313.4,,1
441,66,Employer 66,,-0.111,38,high_school,,-0.471,1,0.0757,38910.74,250972.13,,1
442,27,Employer 27,manufacturing,-0.162,34,college,,-0.177,0,0.0048,56881.23,336950.4,16276.37,1
443,49,Employer 49,manufacturing,-1.858,42,college,,0.019,0,0.0383,55328.62,127590.65,59815.58,1
444,33,Employer 33,retail,1.764,39,college,,0.747,1,0.0986,91366.58,445027.93,34717.03,1
445,38,Employer 38,retail,0.6,59,some_college,,-1.077,1,0.09359999999999999,76099.89,233567.06,49749.31,1
446,72,Employer 72,retail,-1.546,39,some_college,,0.482,0,0.0687,60647.06,226679.87,59522.04,1
447,49,Employer 49,manufacturing,-1.858,60,high_school,,0.571,0,0.0942,49695.0,137164.23,30071.3,1
448,5,Employer 5,education,0.163,39,high_school,,0.329,1,0.0994,53387.21,254995.87,52846.43,1
449,70,Employer 70,education,1.312,33,high_school,,0.619,1,0.0789,41998.44,200638.98,48619.53,1
450,54,Employer 54,healthcare,1.602,56,,unknown,-1.601,1,0.0736,101705.76,434699.35,44450.06,1
451,17,Employer 17,healthcare,0.01,,graduate,,1.46,1,0.1176,67036.12,317944.74,45280.27,1
452,17,Employer 17,healthcare,0.01,37,high_school,,1.845,1,0.1177,45802.33,186807.55,67779.52,1
453,40,employer 40,healthcare,-0.709,46,college,,-0.955,0,0.0,61755.64,257832.08,28162.14,1
454,63,Employer 63,healthcare,1.055,51,graduate,,-0.413,0,0.0363,118797.34,296528.65,25965.88,1
455,72,Employer 72,retail,-1.546,53,college,,-1.008,0,0.052300000000000006,56708.82,93271.5,15421.96,1
456,64,Employer 64,education,0.008,31,college,,1.337,0,0.0012,52123.18,287173.3,40890.08,1
457,43,employer 43,healthcare,-0.302,47,high_school,,1.002,0,0.0,51202.35,26020.84,17588.31,1
458,5,Employer 5,education,0.163,39,some_college,,-1.68,0,0.0,62004.95,66801.71,83498.47,1
459,72,Employer 72,retail,-1.546,41,,blank,-0.906,0,0.0,43140.53,33403.47,51420.96,1
460,16,Employer 16,,-0.05,43,college,,1.605,0,0.1515,56491.97,341146.14,42108.87,1
461,56,employer 56,retail,1.215,54,high_school,,1.012,1,0.0987,62679.46,383743.76,38344.39,1
462,53,Employer 53,education,-1.301,51,graduate,,1.522,0,0.0876,83895.28,346146.36,51126.52,1
463,18,Employer 18,tech,-0.442,35,graduate,,-0.12,0,0.0196,51378.54,148319.73,34130.69,1
464,11,EMPLOYER 11,education,-0.76,29,high_school,,-0.378,0,0.0658,47717.81,92972.01,72630.32,1
465,56,employer 56,retail,1.215,49,college,,0.031,0,0.085,80708.6,326459.79,54629.15,1
466,13,Employer 13,retail,-0.779,28,college,,-0.931,1,0.106,52537.24,214124.99,35938.3,1
467,11,EMPLOYER 11,education,-0.76,28,high_school,,-1.156,0,0.0,38917.37,135363.62,61144.86,1
468,24,Employer 24,education,0.556,46,college,,0.31,0,0.0533,72765.93,272824.76,35074.38,1
469,8,Employer 8,retail,1.471,34,college,,0.04,0,0.08900000000000001,57524.26,180043.01,39133.97,1
470,61,Employer 61,education,0.898,45,some_college,,-0.916,1,0.061500000000000006,51007.43,178279.44,31894.21,1
471,49,Employer 49,manufacturing,-1.858,60,college,,0.052,0,0.049,67656.34,181740.11,-12520.46,1
472,8,Employer 8,retail,1.471,47,graduate,,0.024,0,0.031200000000000002,93468.36,316040.33,26830.81,1
473,33,Employer 33,retail,1.764,30,college,,1.309,1,0.08900000000000001,63882.75,264946.18,20066.92,1
474,28,Employer 28,tech,0.76,33,high_school,,0.34,1,0.0975,35988.77,193757.3,19657.92,1
475,54,Employer 54,healthcare,1.602,26,some_college,,-0.203,1,0.0738,51004.87,148989.48,36570.57,1
476,9,employer 9,healthcare,-0.575,36,graduate,,0.139,1,0.083,63293.07,194606.85,27188.96,1
477,67,employer 67,retail,0.414,44,some_college,,-0.477,1,0.063,73261.74,152115.14,15923.86,1
478,46,Employer 46,healthcare,-0.824,45,high_school,,-1.858,0,0.0002,42143.23,47873.51,70834.27,1
479,25,Employer 25,manufacturing,-0.48,57,high_school,,0.297,0,0.0754,62182.13,248916.66,35653.05,1
480,59,Employer 59,manufacturing,-0.63,31,high_school,,1.082,0,0.0197,27072.52,147339.38,54471.3,1
481,69,Employer 69,manufacturing,-0.094,44,college,,0.82,1,0.1163,73289.58,296028.44,,1
482,62,Employer 62,education,-0.064,39,graduate,,-0.394,0,0.0026,70123.84,261091.19,45928.52,1
483,70,Employer 70,education,1.312,51,college,,0.038,1,0.1019,92908.38,300841.61,47895.03,1
485,21,Employer 21,tech,-0.699,44,some_college,,0.017,0,0.0566,70581.69,162114.38,15665.2,1
486,1,Employer 1,healthcare,0.435,59,some_college,,0.813,1,0.0623,79471.11,420247.46,-10964.68,1
487,32,Employer 32,healthcare,-0.072,40,some_college,,0.48,0,0.0882,51665.84,113990.88,59586.17,1
488,34,Employer 34,tech,0.713,29,college,,-1.326,1,0.0549,68150.24,205243.35,24865.65,1
489,27,Employer 27,manufacturing,-0.162,47,some_college,,-1.264,0,0.0,54647.06,65053.05,47421.96,1
490,14,Employer 14,tech,0.809,52,,unknown,-1.13,0,0.0285,75537.92,189938.41,42217.99,1
491,63,Employer 63,healthcare,1.055,52,high_school,,-0.053,0,0.0643,81091.02,251370.02,18074.32,1
